Starting Container
[Email Config] GMAIL_APP_PASSWORD: SET (length 16)
[Email Config] NODE_ENV: production
[Email Config] REPLIT_DEPLOYMENT: not set
[Storage] Using Cloudflare R2 for file uploads
(node:1) [DEP0040] DeprecationWarning: The `punycode` module is deprecated. Please use a userland alternative instead.
(Use `node --trace-deprecation ...` to show where the warning was created)
12:14:24 AM [express] serving on port 8080
12:14:24 AM [express] Server initialization complete
[DB] Connecting to database, URL starts with: postgresql://postgres:AEShbwAA...
[DB] Running automatic migrations...
12:15:39 AM [express] GET /api/site-content/business-info 404 in 118ms
12:15:39 AM [express] GET /api/site-content/layout 404 in 110ms
12:15:39 AM [express] GET /api/site-content/branding 404 in 108ms
12:15:39 AM [express] GET /api/orders/14 200 in 108ms
[DB] Migrations completed successfully
12:15:47 AM [express] GET /api/orders 401 in 1ms
12:15:49 AM [express] POST /api/admin/auth 200 in 1ms
12:15:49 AM [express] GET /api/orders 200 in 13ms
12:15:53 AM [express] GET /api/products/65/options 200 in 3ms
12:15:53 AM [express] GET /api/products/69/options 200 in 6ms
12:15:53 AM [express] GET /api/products/54/options 200 in 6ms
12:15:53 AM [express] GET /api/products/68/options 200 in 5ms
12:15:53 AM [express] GET /api/products/46/options 200 in 6ms
12:15:53 AM [express] GET /api/products/67/options 200 in 11ms
12:15:53 AM [express] GET /api/products/44/options 200 in 8ms
12:15:53 AM [express] GET /api/products/9/options 200 in 4ms
12:15:53 AM [express] GET /api/products/64/options 200 in 3ms
12:15:53 AM [express] GET /api/site-content/shop-cta 404 in 7ms
12:15:53 AM [express] GET /api/products/active 200 in 11ms
12:15:53 AM [express] GET /api/products/71/options 200 in 5ms
12:15:53 AM [express] GET /api/products/70/options 200 in 6ms
12:15:53 AM [express] GET /api/products/63/options 200 in 4ms
12:15:53 AM [express] GET /api/products/60/options 200 in 5ms
12:15:53 AM [express] GET /api/products/56/options 200 in 3ms
12:15:53 AM [express] GET /api/products/58/options 200 in 5ms
12:15:53 AM [express] GET /api/products/62/options 200 in 6ms
12:15:53 AM [express] GET /api/products/61/options 200 in 5ms
12:15:53 AM [express] GET /api/products/57/options 200 in 4ms
12:15:53 AM [express] GET /api/products/40/options 200 in 5ms
12:15:53 AM [express] GET /api/products/31/options 200 in 10ms
12:15:53 AM [express] GET /api/products/38/options 200 in 12ms
12:15:53 AM [express] GET /api/products/36/options 200 in 4ms
12:15:53 AM [express] GET /api/products/34/options 200 in 4ms
12:15:53 AM [express] GET /api/products/35/options 200 in 4ms
12:15:53 AM [express] GET /api/products/37/options 200 in 3ms
12:15:53 AM [express] GET /api/products/59/options 200 in 5ms
12:15:53 AM [express] GET /api/products/55/options 200 in 6ms
12:15:53 AM [express] GET /api/products/51/options 200 in 5ms
12:15:53 AM [express] GET /api/products/53/options 200 in 5ms
12:15:53 AM [express] GET /api/products/50/options 200 in 3ms
12:15:53 AM [express] GET /api/products/52/options 200 in 3ms
12:15:53 AM [express] GET /api/products/48/options 200 in 3ms
12:15:53 AM [express] GET /api/products/49/options 200 in 2ms
12:15:53 AM [express] GET /api/products/47/options 200 in 5ms
12:15:53 AM [express] GET /api/products/45/options 200 in 4ms
12:15:53 AM [express] GET /api/products/42/options 200 in 4ms
12:15:53 AM [express] GET /api/products/41/options 200 in 3ms
12:15:53 AM [express] GET /api/products/39/options 200 in 5ms
12:15:53 AM [express] GET /api/products/15/options 200 in 4ms
12:15:53 AM [express] GET /api/products/14/options 200 in 4ms
12:15:53 AM [express] GET /api/products/13/options 200 in 4ms
12:15:53 AM [express] GET /api/products/32/options 200 in 4ms
12:15:53 AM [express] GET /api/products/30/options 200 in 4ms
12:15:53 AM [express] GET /api/products/29/options 200 in 3ms
12:15:53 AM [express] GET /api/products/28/options 200 in 3ms
12:15:53 AM [express] GET /api/products/33/options 200 in 2ms
12:15:53 AM [express] GET /api/products/24/options 200 in 4ms
12:15:53 AM [express] GET /api/products/26/options 200 in 5ms
12:15:53 AM [express] GET /api/products/23/options 200 in 7ms
12:15:53 AM [express] GET /api/products/22/options 200 in 5ms
12:15:53 AM [express] GET /api/products/21/options 200 in 5ms
12:15:53 AM [express] GET /api/products/66/options 200 in 120ms
12:15:53 AM [express] GET /api/products/27/options 200 in 25ms
12:15:53 AM [express] GET /api/products/20/options 200 in 7ms
12:15:53 AM [express] GET /api/products/19/options 200 in 7ms
12:15:53 AM [express] GET /api/products/17/options 200 in 6ms
12:15:53 AM [express] GET /api/products/18/options 200 in 5ms
12:15:53 AM [express] GET /api/products/16/options 200 in 5ms
12:15:54 AM [express] GET /api/products/6/options 200 in 4ms
12:15:53 AM [express] GET /api/products/12/options 200 in 5ms
12:15:54 AM [express] GET /api/products/11/options 200 in 6ms
12:15:54 AM [express] GET /api/products/10/options 200 in 5ms
12:15:54 AM [express] GET /api/products/8/options 200 in 4ms
12:15:54 AM [express] GET /api/products/7/options 200 in 3ms
12:15:54 AM [express] GET /api/products/5/options 200 in 3ms
12:15:54 AM [express] GET /api/products/25/options 200 in 56ms
12:15:54 AM [express] GET /api/products/3/options 200 in 4ms
12:15:54 AM [express] GET /api/products/4/options 200 in 4ms
12:15:54 AM [express] GET /api/products/2/options 200 in 3ms
12:15:54 AM [express] GET /api/products/43/options 200 in 298ms
12:15:55 AM [express] GET /api/products/70/variants 200 in 4ms
12:15:58 AM [express] GET /api/products/69/variants 200 in 3ms
12:16:07 AM [express] POST /api/orders 201 in 37ms
[Email] Trying Gmail SSL (port 465) to send to plentysneakers@gmail.com: "Order Confirmation #15 - Cobbler's Bench"
[Email] Trying Gmail SSL (port 465) to send to cobblersbenchcapecod@gmail.com: "[NEW ORDER] #15 - Curtis Rose - $28.58"
12:16:07 AM [express] GET /api/orders/15 200 in 6ms
[Email] FAILED via Gmail SSL (port 465): Connection timeout
[Email] Trying Gmail STARTTLS (port 587) to send to cobblersbenchcapecod@gmail.com: "[NEW ORDER] #15 - Curtis Rose - $28.58"
[Email] FAILED via Gmail SSL (port 465): Connection timeout
[Email] Trying Gmail STARTTLS (port 587) to send to plentysneakers@gmail.com: "Order Confirmation #15 - Cobbler's Bench"
